timestamp_s,trunk_angle_deg,trunk_score,cervical_cm,cervical_score,lean_score,pss_raw,pss_smooth
315.595,2.28,0.0000,1.38,0.0829,0.1664,0.2477,0.2477
315.721,2.34,0.0000,1.36,0.0813,0.1632,0.2458,0.2463
315.852,2.49,0.0000,1.19,0.0713,0.1638,0.2355,0.2430
315.985,2.55,0.0000,1.20,0.0719,0.1584,0.2356,0.2407
316.087,2.60,0.0000,1.56,0.0937,0.1553,0.2576,0.2424
316.192,2.62,0.0000,1.49,0.0897,0.1468,0.2527,0.2447
316.326,2.63,0.0000,1.62,0.0972,0.1373,0.2594,0.2462
316.456,2.73,0.0000,1.60,0.0957,0.1353,0.2577,0.2478
316.559,2.59,0.0000,1.55,0.0931,0.1306,0.2546,0.2486
316.663,2.62,0.0000,1.73,0.1040,0.1253,0.2652,0.2504
316.793,2.71,0.0000,1.70,0.1022,0.1236,0.2632,0.2537
316.937,2.76,0.0000,1.61,0.0966,0.1210,0.2571,0.2564
317.052,2.79,0.0000,1.60,0.0962,0.1248,0.2572,0.2588
317.160,2.74,0.0000,1.71,0.1026,0.1252,0.2637,0.2604
317.293,2.73,0.0000,1.58,0.0949,0.1283,0.2562,0.2609
317.402,2.81,0.0000,1.53,0.0917,0.1317,0.2533,0.2606
317.523,2.89,0.0000,1.30,0.0781,0.1354,0.2397,0.2594
317.657,2.90,0.0000,1.19,0.0717,0.1383,0.2334,0.2554
317.774,2.85,0.0000,1.33,0.0800,0.1319,0.2413,0.2525
317.874,2.96,0.0000,1.28,0.0767,0.1405,0.2388,0.2507
317.980,2.92,0.0000,1.40,0.0841,0.1495,0.2473,0.2488
318.083,3.01,0.0000,1.37,0.0822,0.1422,0.2446,0.2467
318.201,3.01,0.0000,1.38,0.0830,0.1464,0.2459,0.2444
318.304,3.06,0.0000,1.33,0.0800,0.1513,0.2433,0.2433
318.426,3.10,0.0000,1.43,0.0859,0.1552,0.2497,0.2421
318.534,3.11,0.0000,1.53,0.0917,0.1458,0.2547,0.2425
318.635,3.08,0.0000,2.06,0.1235,0.1356,0.2862,0.2469
318.758,3.30,0.0000,1.76,0.1057,0.0797,0.2623,0.2508
318.881,3.45,0.0880,1.84,0.1106,0.0000,0.2638,0.2535
318.991,2.86,0.1381,2.13,0.1277,0.0000,0.2838,0.2565
319.130,3.07,0.1080,2.46,0.1475,0.0000,0.3026,0.2629
319.255,3.14,0.0436,3.07,0.1840,0.0000,0.3366,0.2729
319.371,3.23,0.0295,3.16,0.1897,0.0000,0.3415,0.2823
319.504,3.15,0.0266,3.04,0.1824,0.0000,0.3339,0.2954
319.606,3.11,0.0353,3.55,0.2131,0.0243,0.3683,0.3046
319.710,2.99,0.0178,4.06,0.2435,0.0422,0.4003,0.3157
319.828,3.01,0.0000,5.02,0.3009,0.0000,0.4200,0.3360
319.945,2.97,0.0000,6.50,0.3898,0.0000,0.4465,0.3534
320.077,3.09,0.0000,7.61,0.4568,0.1743,0.4840,0.3782
320.211,3.21,0.0000,8.51,0.5104,0.2689,0.5093,0.4043
320.312,3.25,0.0000,8.89,0.5337,0.2498,0.5141,0.4228
320.439,3.12,0.0000,8.98,0.5389,0.2276,0.5131,0.4449
320.552,3.00,0.0000,9.07,0.5442,0.1651,0.5084,0.4618
320.685,2.79,0.0000,8.18,0.4907,0.1736,0.4932,0.4792
320.787,2.45,0.0000,6.97,0.4183,0.0610,0.4602,0.4862
320.921,2.36,0.0000,6.89,0.4132,0.1170,0.4645,0.4908
321.024,2.42,0.0000,6.96,0.4177,0.0875,0.4631,0.4917
321.161,2.51,0.0000,6.67,0.4003,0.0151,0.4509,0.4875
321.262,2.81,0.0000,6.48,0.3890,0.0000,0.4462,0.4813
321.381,3.20,0.0000,6.48,0.3886,0.0000,0.4462,0.4723
321.492,3.51,0.0000,6.06,0.3634,0.0000,0.4386,0.4656
321.632,4.23,0.0000,8.96,0.5379,0.0445,0.4954,0.4602
321.757,5.27,0.0000,10.20,0.6120,0.0397,0.5170,0.4641
321.899,5.97,0.0000,10.69,0.6414,0.0779,0.5295,0.4728
322.010,6.33,0.0000,11.18,0.6709,0.0396,0.5342,0.4829
322.139,6.70,0.0000,10.52,0.6314,0.0327,0.5216,0.4904
322.261,6.60,0.0000,10.77,0.6461,0.0733,0.5300,0.5009
322.373,5.89,0.0000,10.47,0.6281,0.0982,0.5270,0.5096
322.509,5.00,0.0000,8.19,0.4916,0.0000,0.4749,0.5154
322.632,3.77,0.0000,7.48,0.4489,0.1112,0.4710,0.5144
322.758,2.81,0.0000,6.74,0.4043,0.0000,0.4431,0.5077
322.870,2.65,0.0000,5.78,0.3469,0.0000,0.4254,0.4985
322.993,2.54,0.0000,4.96,0.2977,0.0000,0.4088,0.4825
323.094,2.66,0.0000,4.93,0.2960,0.0000,0.4069,0.4700
323.209,2.65,0.0000,5.01,0.3006,0.0000,0.4088,0.4584
323.309,2.60,0.0000,5.13,0.3076,0.0000,0.4121,0.4465
323.435,2.51,0.0000,5.64,0.3385,0.0000,0.4210,0.4333
323.544,2.82,0.0000,5.77,0.3462,0.0000,0.4226,0.4280
323.671,3.21,0.0000,6.33,0.3799,0.0000,0.4323,0.4221
323.789,3.50,0.0000,7.26,0.4354,0.0000,0.4509,0.4204
323.906,3.78,0.0000,8.29,0.4976,0.0000,0.4716,0.4241
324.022,3.95,0.0000,8.29,0.4976,0.0462,0.4779,0.4303
324.138,4.62,0.0000,8.80,0.5281,0.0000,0.4843,0.4397
324.264,5.31,0.0000,8.29,0.4973,0.0000,0.4763,0.4493
324.365,5.72,0.0000,7.02,0.4215,0.0000,0.4542,0.4541
324.469,6.42,0.0000,5.22,0.3132,0.0000,0.4222,0.4556
324.601,7.08,0.0265,3.15,0.1890,0.0000,0.3398,0.4482
324.737,7.65,0.0342,2.33,0.1398,0.0000,0.2901,0.4303
324.838,8.48,0.0638,2.09,0.1253,0.0495,0.2820,0.4135
324.938,8.67,0.0851,1.05,0.0630,0.1472,0.2291,0.3920
325.051,8.60,0.0747,-1.03,0.0442,0.1536,0.1461,0.3501
325.164,7.78,0.0687,-1.57,0.0673,0.1249,0.1332,0.3159
325.276,5.77,0.0523,-0.36,0.0153,0.2097,0.1629,0.2832
325.395,5.06,0.0723,-0.83,0.0355,0.2060,0.1549,0.2419
325.511,5.11,0.0259,-1.18,0.0505,0.1587,0.1413,0.2132
325.646,4.57,0.0000,-1.16,0.0499,0.2102,0.1453,0.1865
325.780,4.74,0.0000,-0.78,0.0336,0.1991,0.1509,0.1672
