timestamp_s,trunk_angle_deg,trunk_score,cervical_cm,cervical_score,lean_score,pss_raw,pss_smooth
45.787,3.13,0.0000,1.56,0.0938,0.0000,0.2842,0.2842
45.910,2.91,0.0000,1.61,0.0966,0.0000,0.2872,0.2875
46.022,2.97,0.0000,1.83,0.1101,0.0000,0.3008,0.2911
46.136,3.17,0.0000,1.95,0.1170,0.0000,0.3078,0.2949
46.237,3.22,0.0000,1.98,0.1187,0.0000,0.3092,0.2978
46.358,3.09,0.0000,1.97,0.1180,0.0000,0.3082,0.3000
46.465,3.11,0.0000,2.05,0.1228,0.0000,0.3133,0.3018
46.570,3.10,0.0000,2.14,0.1286,0.0000,0.3188,0.3039
46.702,2.92,0.0000,2.16,0.1296,0.0000,0.3202,0.3067
46.805,3.48,0.0000,2.13,0.1281,0.0000,0.3185,0.3087
46.927,3.03,0.0000,1.85,0.1107,0.0000,0.3007,0.3119
47.067,3.52,0.0000,1.84,0.1106,0.0000,0.3005,0.3122
47.202,3.36,0.0000,1.78,0.1069,0.0000,0.2972,0.3109
47.312,3.24,0.0000,1.81,0.1084,0.0000,0.2987,0.3100
47.413,3.51,0.0000,1.76,0.1057,0.0000,0.2960,0.3089
47.533,3.92,0.0000,1.77,0.1060,0.0000,0.2964,0.3060
47.649,3.66,0.0000,1.39,0.0834,0.0000,0.2734,0.3017
47.786,3.71,0.0000,1.22,0.0731,0.0018,0.2633,0.2946
47.888,3.64,0.0000,1.06,0.0635,0.0000,0.2533,0.2887
48.014,3.69,0.0000,0.87,0.0520,0.0000,0.2416,0.2810
48.114,3.75,0.0000,0.59,0.0355,0.0000,0.2248,0.2741
48.240,3.85,0.0000,0.50,0.0298,0.0000,0.2192,0.2640
48.374,3.47,0.0000,0.33,0.0197,0.0000,0.2088,0.2527
48.482,3.24,0.0000,0.19,0.0113,0.0000,0.2003,0.2435
48.616,3.21,0.0000,0.41,0.0246,0.0000,0.2140,0.2331
48.718,3.24,0.0000,0.59,0.0353,0.0000,0.2250,0.2278
48.818,3.21,0.0000,1.03,0.0617,0.0000,0.2518,0.2254
48.940,3.07,0.0000,1.60,0.0959,0.0000,0.2866,0.2287
49.054,2.90,0.0000,1.82,0.1091,0.0000,0.3002,0.2343
49.157,2.37,0.0000,2.14,0.1285,0.0000,0.3200,0.2429
49.258,2.38,0.0000,2.42,0.1454,0.0000,0.3374,0.2539
49.378,4.46,0.0000,1.83,0.1100,0.0000,0.3014,0.2681
49.495,5.78,0.0300,1.71,0.1024,0.1155,0.3069,0.2803
49.617,7.18,0.1449,1.80,0.1078,0.0913,0.3154,0.2903
49.717,7.80,0.1688,1.83,0.1099,0.0055,0.3100,0.2991
49.817,7.57,0.3090,1.32,0.0792,0.0000,0.2844,0.3046
49.921,9.14,0.3537,0.81,0.0484,0.0000,0.2556,0.3039
50.054,9.75,0.3381,1.27,0.0762,0.0000,0.2836,0.3026
50.155,9.17,0.3121,0.89,0.0535,0.0170,0.2610,0.2987
50.276,8.61,0.3531,1.43,0.0859,0.0999,0.3048,0.2969
50.392,8.07,0.4298,0.87,0.0521,0.1372,0.2779,0.2946
50.493,8.11,0.3338,0.80,0.0477,0.2156,0.2766,0.2953
50.601,6.77,0.1395,0.52,0.0314,0.2092,0.2494,0.2884
50.731,6.98,0.0000,1.27,0.0762,0.2490,0.2916,0.2815
50.848,5.98,0.0000,1.12,0.0672,0.1986,0.2766,0.2815
50.960,4.86,0.0000,1.72,0.1032,0.0284,0.2959,0.2839
51.069,4.73,0.0000,1.48,0.0890,0.0000,0.2791,0.2846
51.170,3.80,0.0000,1.60,0.0957,0.0000,0.2858,0.2832
51.286,3.44,0.0000,1.67,0.1003,0.0000,0.2909,0.2810
51.418,1.94,0.0000,2.54,0.1527,0.0000,0.3452,0.2831
51.520,1.41,0.0000,2.79,0.1674,0.0000,0.3606,0.2927
51.620,0.38,0.0000,2.01,0.1204,0.0000,0.3128,0.3002
51.740,2.06,0.0000,0.95,0.0573,0.0000,0.2482,0.3019
51.840,3.17,0.0000,0.73,0.0436,0.0000,0.2343,0.2966
51.967,3.07,0.0000,2.27,0.1364,0.0000,0.3293,0.2974
52.071,2.81,0.0000,3.35,0.2012,0.0000,0.3894,0.3047
52.205,3.93,0.0000,3.39,0.2032,0.0000,0.3884,0.3181
52.320,5.37,0.0000,4.66,0.2796,0.0000,0.4104,0.3320
52.439,7.45,0.0000,4.65,0.2788,0.0000,0.4102,0.3383
52.552,7.29,0.0000,5.83,0.3496,0.0000,0.4318,0.3445
52.670,5.59,0.0000,3.72,0.2235,0.2325,0.4178,0.3597
52.771,7.42,0.0000,4.15,0.2490,0.0559,0.4084,0.3779
52.871,8.47,0.0000,3.84,0.2306,0.0000,0.3978,0.3939
52.990,9.01,0.0000,4.17,0.2503,0.3289,0.4366,0.4075
53.092,7.76,0.0000,4.34,0.2603,0.1616,0.4225,0.4131
53.203,7.40,0.0000,4.09,0.2456,0.0537,0.4069,0.4153
53.304,6.53,0.0000,4.11,0.2468,0.1045,0.4105,0.4162
53.405,6.41,0.0000,2.68,0.1606,0.0000,0.3502,0.4135
53.506,5.27,0.0000,2.97,0.1779,0.0000,0.3648,0.4096
53.617,5.16,0.0000,3.48,0.2088,0.0000,0.3831,0.4068
53.720,5.18,0.0000,3.78,0.2267,0.0000,0.3842,0.4022
53.841,5.25,0.0000,3.21,0.1925,0.0000,0.3729,0.3986
53.971,6.66,0.0000,1.54,0.0922,0.0000,0.2715,0.3862
54.084,6.90,0.0000,1.13,0.0679,0.0000,0.2469,0.3688
54.193,5.57,0.0000,2.14,0.1281,0.0000,0.3086,0.3498
54.294,4.43,0.0000,3.26,0.1959,0.0000,0.3767,0.3439
54.416,5.27,0.0000,3.42,0.2050,0.0000,0.3791,0.3410
54.521,6.19,0.0000,2.83,0.1697,0.0000,0.3504,0.3384
54.642,7.19,0.0000,1.47,0.0881,0.0000,0.2700,0.3283
54.754,6.92,0.0000,1.28,0.0768,0.0000,0.2604,0.3156
54.875,5.84,0.0000,3.11,0.1865,0.0000,0.3713,0.3062
54.992,6.36,0.0000,3.32,0.1991,0.0000,0.3784,0.3193
55.098,7.47,0.0000,1.46,0.0879,0.0000,0.2707,0.3279
55.202,7.14,0.0000,2.00,0.1200,0.0000,0.3041,0.3285
55.335,6.36,0.0000,3.80,0.2280,0.0000,0.3902,0.3335
55.436,6.18,0.0000,4.72,0.2829,0.0000,0.4061,0.3373
55.566,5.66,0.0000,3.72,0.2230,0.0000,0.3878,0.3441
55.694,5.74,0.0000,3.89,0.2332,0.0000,0.3929,0.3593
55.804,4.89,0.0000,4.57,0.2744,0.0000,0.4044,0.3736
55.927,5.84,0.0000,3.74,0.2242,0.0000,0.3883,0.3756
56.037,5.17,0.0000,5.35,0.3210,0.0000,0.4156,0.3785
56.156,4.94,0.0000,2.86,0.1715,0.0000,0.3517,0.3884
56.272,4.49,0.0000,3.55,0.2133,0.0000,0.3821,0.3893
56.407,5.69,0.0000,3.96,0.2378,0.0000,0.3915,0.3859
56.540,5.97,0.0000,3.59,0.2152,0.0000,0.3866,0.3839
56.655,4.40,0.0000,5.29,0.3171,0.0000,0.4135,0.3874
56.792,5.40,0.0000,4.15,0.2493,0.0000,0.3942,0.3881
56.893,5.35,0.0000,4.59,0.2754,0.0000,0.4024,0.3893
57.013,5.56,0.0000,5.45,0.3273,0.0000,0.4161,0.3902
57.137,4.40,0.0000,4.99,0.2993,0.0000,0.4064,0.3958
57.237,4.42,0.0000,5.24,0.3145,0.0000,0.4112,0.4016
57.352,4.45,0.0000,5.23,0.3138,0.0000,0.4113,0.4066
57.489,4.32,0.0000,4.84,0.2906,0.0000,0.3984,0.4085
57.615,5.32,0.0000,3.72,0.2231,0.0000,0.3796,0.4067
57.719,5.27,0.0000,3.94,0.2362,0.0000,0.3849,0.4037
57.830,5.60,0.0000,4.28,0.2567,0.0000,0.3899,0.4023
57.953,5.67,0.0000,3.60,0.2161,0.0000,0.3742,0.4006
58.075,5.38,0.0000,3.47,0.2084,0.0000,0.3670,0.3950
58.193,4.87,0.0000,4.48,0.2688,0.0000,0.3898,0.3924
58.314,4.35,0.0000,5.21,0.3129,0.0000,0.4049,0.3907
58.431,4.69,0.0000,3.86,0.2317,0.0000,0.3683,0.3895
58.532,5.08,0.0000,2.15,0.1292,0.0000,0.2947,0.3843
58.633,4.47,0.0000,3.64,0.2186,0.0000,0.3684,0.3783
58.738,5.92,0.0000,3.04,0.1824,0.0000,0.3508,0.3770
58.868,4.75,0.0000,3.97,0.2384,0.0000,0.3796,0.3751
58.971,5.27,0.0000,3.00,0.1802,0.0000,0.3545,0.3730
59.108,4.84,0.0000,4.32,0.2591,0.0000,0.3905,0.3724
